filename,lap_var,fft_hf_ratio,noise_est,local_var
001191.npy,0.04959288,0.999594,0.01433431,0.13008423
001192.npy,0.00059770,0.999999,0.00273929,0.03293160
001193.npy,0.00024500,0.999999,0.00251979,0.00729645
001195.npy,0.00027007,0.999999,0.00257818,0.00899781
001196.npy,0.00033585,0.999996,0.00347401,0.03497856
001197.npy,0.00562538,0.999728,0.01519707,0.02329838
001201.npy,0.00340663,0.999960,0.00890291,0.05274583
001202.npy,0.00419845,0.999958,0.00980903,0.05551693
001203.npy,0.00316834,0.999963,0.00875041,0.05023631
001204.npy,0.02307031,0.999758,0.00452404,0.11607485
001205.npy,0.01128184,0.999593,0.02326356,0.02932632
001206.npy,0.00074817,0.999990,0.00328074,0.00548853
001207.npy,0.01196981,0.999583,0.02405868,0.03054653
001208.npy,0.12165643,0.997704,0.07322120,0.09938799
001209.npy,0.03624250,0.999619,0.01685689,0.10234673
001212.npy,0.01672722,0.999784,0.01106067,0.13682905
001213.npy,0.07620476,0.999532,0.00935578,0.15880756
001215.npy,0.06931634,0.999522,0.00927494,0.15153918
001216.npy,0.02732493,0.998910,0.01994348,0.08649673
001217.npy,0.01687185,0.998871,0.01211715,0.06671747
001218.npy,0.01687505,0.998867,0.01218297,0.06620577
001220.npy,0.00466593,0.999947,0.01370592,0.02278268
001221.npy,0.00759752,0.999856,0.00982952,0.08770685
001222.npy,0.00756588,0.999856,0.00984183,0.08750287
001223.npy,0.00793724,0.999860,0.00997823,0.09317614
001224.npy,0.20216954,0.993098,0.06863598,0.15234366
001225.npy,0.00238745,0.999955,0.00960715,0.03578738
001226.npy,0.00238896,0.999955,0.00961064,0.03579665
001227.npy,0.00206996,0.999969,0.00856481,0.03364287
001229.npy,0.01209983,0.999763,0.00552616,0.13446674
001230.npy,0.01153685,0.999763,0.00536527,0.13151000
001231.npy,0.01138028,0.999780,0.00531821,0.13162149
001232.npy,0.01588406,0.999895,0.00984051,0.18135357
001234.npy,0.00054257,0.999981,0.00440387,0.06340631
001235.npy,0.00053492,0.999982,0.00429561,0.06425311
001236.npy,0.04607159,0.994001,0.01435783,0.08599795
001237.npy,0.00255657,0.999945,0.00376807,0.05675524
001239.npy,0.00272192,0.999953,0.00385031,0.05723798
001241.npy,0.04236086,0.999117,0.01422946,0.09231770
001242.npy,0.03659000,0.999226,0.01111750,0.09741121
001243.npy,0.04309948,0.999152,0.01561539,0.09255420
001244.npy,0.02256120,0.999940,0.00371201,0.11098905
001246.npy,0.00397769,0.999950,0.00666561,0.08746544
001247.npy,0.00439282,0.999950,0.00683530,0.09086625
001248.npy,0.01521320,0.999646,0.01271955,0.10253030
001250.npy,0.00417610,0.999954,0.01177981,0.04666984
001251.npy,0.00423240,0.999954,0.01175203,0.04696179
001254.npy,0.00757648,0.999988,0.00332299,0.06239189
001255.npy,0.00247128,0.999991,0.00329209,0.05345594
001256.npy,0.01679481,0.999092,0.01521790,0.05634239
001257.npy,0.00144163,0.999985,0.00390865,0.00726878
001258.npy,0.00475679,0.999957,0.00391827,0.01550660
001260.npy,0.08571629,0.998487,0.02621041,0.15265405
001261.npy,0.00104359,0.999931,0.00309698,0.03779384
001262.npy,0.00105616,0.999935,0.00306967,0.03698232
001263.npy,0.00098463,0.999924,0.00305474,0.03621316
001264.npy,0.02316679,0.999960,0.00720243,0.11732394
001265.npy,0.00292635,0.999976,0.00808272,0.03748146
001266.npy,0.00265729,0.999976,0.00770348,0.03549895
001267.npy,0.00230898,0.999958,0.00685734,0.03516420
001268.npy,0.00253651,0.999929,0.00799496,0.02724846
001269.npy,0.00012341,0.999999,0.00185414,0.02249530
001270.npy,0.00010665,0.999999,0.00171856,0.02124206
001271.npy,0.00012825,0.999999,0.00185789,0.02256107
001272.npy,0.00774029,0.999957,0.00688997,0.10980234
001273.npy,0.00581456,0.999912,0.00798145,0.10074293
001274.npy,0.00591961,0.999906,0.00794744,0.09507702
001276.npy,0.03398075,0.999612,0.01743127,0.13368462
001277.npy,0.01256099,0.999950,0.01026056,0.09238441
001280.npy,0.08157385,0.999309,0.04334464,0.17447546
001282.npy,0.09733231,0.991071,0.06134084,0.09243931
001283.npy,0.08762288,0.990750,0.05799399,0.08514869
001284.npy,0.00101232,0.999992,0.00444570,0.08128089
001285.npy,0.19254878,0.994774,0.09408008,0.11455355
001288.npy,0.00118948,0.999948,0.00609325,0.03202913
001289.npy,0.04507012,0.997479,0.02259371,0.11180599
001290.npy,0.04912044,0.997355,0.02314177,0.11367330
001291.npy,0.05153668,0.997244,0.02473457,0.11725289
001292.npy,0.01636900,0.999533,0.01824679,0.10626135
001293.npy,0.01133365,0.999132,0.01243956,0.04946524
001295.npy,0.01022749,0.999105,0.01243920,0.04654223
001297.npy,0.00070402,0.999991,0.00454523,0.04488346
001298.npy,0.00088383,0.999987,0.00492649,0.04918773
001300.npy,0.00114772,0.999993,0.00278007,0.02451123
001301.npy,0.00345292,0.999931,0.01231244,0.01959727
001302.npy,0.00336587,0.999934,0.01208433,0.01946229
001303.npy,0.00423506,0.999914,0.01356136,0.02081205
001304.npy,0.02476284,0.999876,0.01203890,0.07645393
001305.npy,0.03416524,0.999929,0.01777000,0.09457846
001306.npy,0.03664031,0.999918,0.01912142,0.10030449
001309.npy,0.02928177,0.998935,0.01297652,0.09677573
001310.npy,0.02584357,0.998958,0.01092997,0.08540182
001311.npy,0.02794976,0.998803,0.01187059,0.08945497
001312.npy,0.23838929,0.997072,0.07786800,0.18137427
001313.npy,0.12687914,0.998441,0.03154319,0.15315439
001314.npy,0.12833078,0.998385,0.03112244,0.15373492
001318.npy,0.01094639,0.999772,0.00621452,0.08315080
001319.npy,0.01317775,0.999716,0.00637969,0.09623659
001320.npy,0.00403450,0.999760,0.01143966,0.02450063
001321.npy,0.00286593,0.999398,0.00709765,0.03359859
001323.npy,0.00092954,0.999531,0.00379162,0.02373489
001325.npy,0.03671863,0.998795,0.00822233,0.10537235
001326.npy,0.04020642,0.998967,0.00922239,0.11425996
001327.npy,0.04224107,0.998785,0.01012046,0.11636053
001328.npy,0.00235364,0.999971,0.00550620,0.04347549
001329.npy,0.00164791,0.999930,0.00574986,0.03170614
001330.npy,0.00225347,0.999881,0.00657802,0.03518531
001331.npy,0.00226051,0.999881,0.00659184,0.03519166
001332.npy,0.05697857,0.999299,0.01596122,0.14579733
001333.npy,0.08217405,0.998730,0.04655071,0.09864049
001334.npy,0.08184609,0.998727,0.04737386,0.09858070
001335.npy,0.07736239,0.998865,0.04579929,0.09593429
001336.npy,0.00704421,0.999957,0.01068731,0.05895621
001337.npy,0.01052323,0.999872,0.01456699,0.07742777
001338.npy,0.01037296,0.999870,0.01448041,0.07602681
001339.npy,0.01081053,0.999864,0.01460565,0.07498637
001340.npy,0.00395268,0.999968,0.00536448,0.07645757
001341.npy,0.00074800,0.999985,0.00551466,0.02408209
001342.npy,0.00073814,0.999985,0.00548995,0.02413767
001343.npy,0.00058604,0.999987,0.00496528,0.02156953
001344.npy,0.02485441,0.999930,0.00992120,0.12081563
001345.npy,0.03834714,0.999630,0.03367757,0.09253556
001346.npy,0.03749882,0.999640,0.03348563,0.09052753
001348.npy,0.00149313,0.999966,0.00457170,0.08037726
001350.npy,0.00972052,0.999639,0.02079508,0.02991818
001352.npy,0.02822238,0.999835,0.01990848,0.09734344
001354.npy,0.00708646,0.999835,0.01646169,0.05479866
001355.npy,0.00714593,0.999820,0.01653609,0.05382543
001357.npy,0.02668288,0.999704,0.01276408,0.06899903
001358.npy,0.02639721,0.999711,0.01265696,0.06864086
001359.npy,0.02432294,0.999768,0.01327317,0.06655400
001360.npy,0.06559872,0.999449,0.01013455,0.09072389
001361.npy,0.06698141,0.998291,0.05389502,0.07012635
001364.npy,0.05062079,0.998900,0.00748639,0.13156997
001366.npy,0.05684671,0.999213,0.00476768,0.07026243
001367.npy,0.04126356,0.999398,0.00323416,0.05257227
001368.npy,0.00118118,0.999960,0.00561038,0.02407611
001369.npy,0.03684810,0.999759,0.02198285,0.12233263
001370.npy,0.03836962,0.999791,0.02160507,0.11824879
001372.npy,0.00819859,0.999918,0.00646264,0.08274542
001373.npy,0.00757715,0.999974,0.00703276,0.12460171
001374.npy,0.00767924,0.999976,0.00587862,0.12105139
001375.npy,0.00802395,0.999976,0.00631154,0.12521349
001376.npy,0.00996606,0.999982,0.00250608,0.07825312
001378.npy,0.01292349,0.999953,0.00968781,0.08888004
001380.npy,0.01591041,0.999961,0.00580760,0.05704768
001382.npy,0.04029416,0.998408,0.01292833,0.11390995
001384.npy,0.22000667,0.997558,0.03383220,0.19383934
001385.npy,0.13090792,0.999249,0.02475234,0.22842441
001386.npy,0.12900606,0.999226,0.02436199,0.22650933
001387.npy,0.12960561,0.999204,0.02423794,0.22679187
001388.npy,0.07060695,0.998755,0.02376378,0.12490379
001389.npy,0.00489511,0.999931,0.01368423,0.03346397
001390.npy,0.00481148,0.999940,0.01357462,0.03353429
001391.npy,0.00491217,0.999931,0.01380949,0.03237007
001392.npy,0.00571798,0.999904,0.01008569,0.06077753
001395.npy,0.00620553,0.999896,0.01521353,0.05913828
001397.npy,0.01245477,0.999953,0.01396322,0.07727481
001398.npy,0.01249094,0.999953,0.01397498,0.07738553
001399.npy,0.01242092,0.999953,0.01399377,0.07716226
001400.npy,0.00471006,0.999931,0.00594582,0.06256966
001401.npy,0.00088557,0.999993,0.00388497,0.03346745
001403.npy,0.00134148,0.999986,0.00495324,0.03326633
001404.npy,0.02564175,0.999860,0.01908127,0.08860368
001405.npy,0.00213141,0.999654,0.00918853,0.02495624
001406.npy,0.00165519,0.999775,0.00511864,0.01427237
001407.npy,0.00202700,0.999634,0.00903120,0.02141113
001410.npy,0.00128379,0.999752,0.00573304,0.03542353
001411.npy,0.00133901,0.999701,0.00605347,0.03831581
001412.npy,0.05493968,0.999742,0.01477784,0.15938972
001414.npy,0.06416408,0.999548,0.02469049,0.17790341
001415.npy,0.06419156,0.999548,0.02457136,0.17777510
001416.npy,0.00194295,0.999989,0.00545995,0.03176394
001417.npy,0.00970287,0.999928,0.00834179,0.07370104
001418.npy,0.01043612,0.999939,0.00886040,0.07905112
001419.npy,0.01058125,0.999928,0.00872723,0.07857536
001421.npy,0.00380722,0.999984,0.00514005,0.06077250
001422.npy,0.00244979,0.999988,0.00467880,0.05536644
001423.npy,0.00227723,0.999989,0.00451167,0.04913901
001424.npy,0.04595241,0.999771,0.01753592,0.10282167
001425.npy,0.01916432,0.999880,0.01322563,0.06526456
001426.npy,0.02264933,0.999843,0.01372787,0.07366234
001427.npy,0.01590613,0.999885,0.01219476,0.05741321
001428.npy,0.00953919,0.999905,0.00438327,0.09467346
001429.npy,0.01057797,0.999991,0.00236202,0.06224086
001430.npy,0.00940620,0.999991,0.00234462,0.05582234
001431.npy,0.01040839,0.999991,0.00238752,0.06150628
001432.npy,0.00044846,0.999993,0.00326618,0.03197522
001433.npy,0.00030753,0.999998,0.00323398,0.02091283
001435.npy,0.00030763,0.999998,0.00320572,0.02058754
001436.npy,0.00396294,0.999980,0.00616429,0.05152940
001437.npy,0.00530777,0.999921,0.00865760,0.05973199
001438.npy,0.00530030,0.999921,0.00865027,0.05970801
001439.npy,0.00562491,0.999914,0.00896381,0.05834499
001440.npy,0.00823041,0.999820,0.01188906,0.11323091
001441.npy,0.00777588,0.999887,0.01012954,0.09074341
001443.npy,0.00753456,0.999893,0.01013444,0.09009288
001444.npy,0.02358757,0.999749,0.00961953,0.12917128
001445.npy,0.00555217,0.999560,0.00218223,0.06222966
001446.npy,0.00569763,0.999570,0.00226827,0.06438607
001447.npy,0.00574310,0.999575,0.00230961,0.06533857
001449.npy,0.00213750,0.999967,0.00995058,0.02614808
001450.npy,0.00185363,0.999961,0.00901754,0.03164126
001451.npy,0.00211731,0.999966,0.00965652,0.02788861
001452.npy,0.04876065,0.999750,0.02352044,0.14046369
001453.npy,0.00106830,0.999983,0.00554951,0.05224330
001454.npy,0.00106793,0.999982,0.00559125,0.05131848
001455.npy,0.00094816,0.999978,0.00548973,0.04132254
001456.npy,0.02190936,0.999766,0.00944701,0.12118635
001457.npy,0.04269649,0.999349,0.01214729,0.14050950
001458.npy,0.03835847,0.999385,0.01108901,0.13429889
001459.npy,0.04125410,0.999371,0.01192379,0.13501385
001460.npy,0.03374581,0.999263,0.02190458,0.09358933
001461.npy,0.02182758,0.999935,0.00225892,0.04988658
001462.npy,0.03063217,0.999845,0.01082866,0.07838003
001463.npy,0.02644464,0.999893,0.00418947,0.06532383
001464.npy,0.03480364,0.999688,0.01413788,0.10763933
001466.npy,0.00203501,0.999987,0.00477986,0.04190586
001467.npy,0.00200087,0.999988,0.00483517,0.04325670
001468.npy,0.00302027,0.999811,0.00738173,0.06897721
001469.npy,0.01119902,0.999894,0.00558057,0.08146044
001470.npy,0.02092679,0.999815,0.00661304,0.08973543
001471.npy,0.00994229,0.999920,0.00524998,0.09098322
001472.npy,0.00096156,0.999994,0.00422498,0.03553315
001473.npy,0.01300352,0.999715,0.02451328,0.03437361
001474.npy,0.00706904,0.999870,0.01789782,0.02747607
001475.npy,0.01254771,0.999714,0.02403930,0.03396437
001476.npy,0.02870061,0.999516,0.01067197,0.11892794
001477.npy,0.00722139,0.999857,0.00641889,0.08393194
001478.npy,0.00722390,0.999855,0.00632132,0.08382471
001479.npy,0.00637251,0.999847,0.00623898,0.07721247
001480.npy,0.04502860,0.998480,0.02242713,0.07518996
001481.npy,0.00263050,0.999989,0.00608590,0.08836599
001482.npy,0.00246004,0.999989,0.00614126,0.08497259
001483.npy,0.00241641,0.999989,0.00612314,0.08798606
001484.npy,0.00184846,0.999990,0.00317956,0.06237903
001485.npy,0.00086374,0.999995,0.00328992,0.04022765
001486.npy,0.00060765,0.999993,0.00334139,0.04032329
001487.npy,0.00113131,0.999994,0.00338705,0.04431048
001488.npy,0.01252690,0.999954,0.01105129,0.10457074
001489.npy,0.04669005,0.999767,0.02338365,0.17958440
001490.npy,0.04092952,0.999780,0.02182143,0.17380363
001491.npy,0.04182512,0.999789,0.02190271,0.17831203
001492.npy,0.02150917,0.999519,0.00648578,0.12443353
001493.npy,0.00227766,0.999993,0.00281620,0.03493175
001494.npy,0.00236133,0.999995,0.00285105,0.03443342
001495.npy,0.00236663,0.999995,0.00285700,0.03449548
001496.npy,0.00657987,0.999917,0.00386090,0.05634018
001497.npy,0.00591185,0.999933,0.00343081,0.05708849
001498.npy,0.00410479,0.999952,0.00328658,0.05056679
001500.npy,0.01632692,0.999401,0.02757502,0.05480848
001501.npy,0.00516915,0.999916,0.00967593,0.05568221
001502.npy,0.00464685,0.999929,0.00923768,0.04985739
001503.npy,0.00514801,0.999920,0.00972688,0.05533870
001504.npy,0.02568528,0.999328,0.02787264,0.07780896
001506.npy,0.02166363,0.998288,0.02812961,0.06591258
001509.npy,0.14047784,0.997300,0.06028899,0.15791695
001510.npy,0.14034120,0.997300,0.06024709,0.15784825
001511.npy,0.14029055,0.997302,0.06043662,0.15783055
001512.npy,0.00625069,0.999886,0.00575741,0.03121383
001514.npy,0.03129804,0.995181,0.02062564,0.07921341
001516.npy,0.03239599,0.999661,0.01621450,0.13375904
001517.npy,0.00329495,0.999737,0.01219965,0.06953578
001518.npy,0.00382807,0.999700,0.01311472,0.09078185
001519.npy,0.00381946,0.999695,0.01304795,0.09210656
001520.npy,0.00271770,0.999976,0.00696933,0.08970799
001521.npy,0.00356252,0.999923,0.00888772,0.08610553
001522.npy,0.00352101,0.999924,0.00881930,0.08645237
001523.npy,0.00355078,0.999921,0.00885619,0.08624065
001525.npy,0.00078323,0.999929,0.00531763,0.02940881
001529.npy,0.00714156,0.999643,0.01529288,0.04366718
001533.npy,0.01808637,0.999648,0.00669256,0.06261893
001535.npy,0.01579599,0.999684,0.00628186,0.05490561
001536.npy,0.03119287,0.999489,0.01133928,0.11815313
001537.npy,0.00203083,0.999948,0.00500704,0.05051814
001538.npy,0.00184256,0.999922,0.00512570,0.04778827
001539.npy,0.00183985,0.999922,0.00513475,0.04777195
001541.npy,0.00959864,0.999973,0.00435074,0.06195964
001542.npy,0.00696385,0.999982,0.00390766,0.05556450
001543.npy,0.00724437,0.999981,0.00385648,0.05523906
001546.npy,0.00532733,0.999649,0.00687335,0.04966374
001547.npy,0.00479048,0.999563,0.00730519,0.04655031
001551.npy,0.00648032,0.999911,0.00393511,0.04938356
001554.npy,0.01938017,0.999871,0.01122172,0.08456841
001555.npy,0.02109985,0.999819,0.01144738,0.08924903
001557.npy,0.13727622,0.998171,0.06236208,0.14727770
001558.npy,0.16757360,0.997895,0.07031860,0.16225488
001559.npy,0.14619947,0.997795,0.06495678,0.15317203
001560.npy,0.01390246,0.999753,0.00605874,0.09495541
001562.npy,0.01918453,0.999918,0.00771209,0.12935787
001563.npy,0.01911522,0.999919,0.00778992,0.12915477
001565.npy,0.00626304,0.999979,0.00529063,0.10509639
001566.npy,0.00580398,0.999981,0.00501270,0.10264905
001567.npy,0.00471420,0.999986,0.00454742,0.10866501
001568.npy,0.01158719,0.998507,0.02121940,0.05188726
001570.npy,0.01975721,0.997092,0.02835079,0.05121031
001571.npy,0.02037470,0.997226,0.02853105,0.05435723
001574.npy,0.08287879,0.999101,0.03370838,0.16062425
001575.npy,0.08815595,0.998820,0.03559936,0.15667635
001577.npy,0.00248970,0.999526,0.00523122,0.02837194
001580.npy,0.00079687,0.999945,0.00470742,0.03131156
001581.npy,0.00093973,0.999945,0.00467451,0.04647063
001582.npy,0.00100892,0.999951,0.00484076,0.05103030
001583.npy,0.00179995,0.999942,0.00638965,0.05750991
001585.npy,0.04456131,0.999279,0.01983467,0.11459893
001586.npy,0.04324216,0.999236,0.01746177,0.11136718
001587.npy,0.04363511,0.999252,0.01771301,0.11082107
001588.npy,0.00644819,0.999843,0.01746074,0.03431796
001589.npy,0.04405586,0.999529,0.01175755,0.14193964
001590.npy,0.05374832,0.999523,0.01145534,0.16531357
001591.npy,0.05085301,0.999528,0.01148326,0.15986308
001592.npy,0.01674960,0.999897,0.01779274,0.08626686
001593.npy,0.01775040,0.999906,0.02163584,0.05385041
001597.npy,0.01724725,0.999813,0.00940268,0.05396418
001598.npy,0.02127739,0.999748,0.01184813,0.05748348
001599.npy,0.01582201,0.999848,0.00862464,0.04829324
001600.npy,0.00773146,0.999621,0.01266705,0.03908218
001601.npy,0.01559896,0.999589,0.01250616,0.08758841
001603.npy,0.01578221,0.999591,0.01274836,0.08748920
001604.npy,0.00520206,0.999835,0.00964556,0.06608173
001605.npy,0.06085768,0.999963,0.01190755,0.24839729
001606.npy,0.05884882,0.999962,0.01137301,0.24297270
001607.npy,0.05886866,0.999962,0.01137120,0.24298573
001608.npy,0.01339576,0.999911,0.00467387,0.11970700
001609.npy,0.00433391,0.999971,0.00756659,0.09138065
001611.npy,0.00557156,0.999961,0.00820960,0.10037057
001612.npy,0.00237655,0.999936,0.01008315,0.02185628
001613.npy,0.01496477,0.999139,0.01025428,0.07861544
001614.npy,0.01030388,0.999236,0.00943928,0.08364926
001615.npy,0.00993805,0.999232,0.00920525,0.08291902
001617.npy,0.00270925,0.999932,0.00521832,0.03786112
001618.npy,0.00453339,0.999919,0.00969804,0.04731200
001619.npy,0.00283558,0.999935,0.00538014,0.04140105
001620.npy,0.00545292,0.999925,0.00580351,0.07225670
001622.npy,0.00385893,0.999970,0.00713131,0.06737580
001624.npy,0.03809783,0.999708,0.01145939,0.14558101
001625.npy,0.02509283,0.999930,0.00941417,0.12800147
001627.npy,0.02288988,0.999927,0.00908077,0.12615794
001628.npy,0.00242330,0.999989,0.00545368,0.05701198
001629.npy,0.00919747,0.999898,0.00987405,0.12340657
001631.npy,0.00845716,0.999905,0.00994355,0.12249550
001632.npy,0.03241358,0.999643,0.01786048,0.14004636
001634.npy,0.01572105,0.999419,0.02777058,0.05143818
001635.npy,0.00159817,0.999986,0.00654486,0.02077426
001636.npy,0.05995548,0.999869,0.00495292,0.16723064
001637.npy,0.04923823,0.998986,0.00964121,0.12001948
001638.npy,0.06694660,0.997707,0.01339427,0.13081825
001639.npy,0.06239181,0.998223,0.01196747,0.12940052
001640.npy,0.01553034,0.998755,0.01090172,0.03331804
001641.npy,0.00360551,0.999740,0.00916167,0.03667640
001642.npy,0.00714256,0.999704,0.01199446,0.05043775
001643.npy,0.00236475,0.999750,0.00716778,0.02929858
001644.npy,0.00501736,0.999954,0.00547429,0.08974963
001645.npy,0.00353958,0.999938,0.00359569,0.07577609
001646.npy,0.00355620,0.999939,0.00353726,0.07597697
001647.npy,0.00485861,0.999947,0.00405958,0.10487482
001648.npy,0.03919160,0.999616,0.01540432,0.14421491
001650.npy,0.00570665,0.999754,0.00921951,0.06480778
001651.npy,0.00576348,0.999731,0.00935777,0.06524473
001652.npy,0.00077207,0.999985,0.00410503,0.03402612
001653.npy,0.00757819,0.999935,0.01202821,0.05468461
001654.npy,0.00672547,0.999931,0.01061031,0.05589794
001655.npy,0.00704529,0.999931,0.01095910,0.05685715
001656.npy,0.00239397,0.999993,0.00327960,0.05817127
001657.npy,0.00514944,0.999963,0.00770921,0.09691417
001659.npy,0.00483048,0.999964,0.00734871,0.09677842
001660.npy,0.00378242,0.999947,0.00527528,0.04639072
001662.npy,0.00079747,0.999993,0.00384595,0.11315558
001663.npy,0.00084396,0.999991,0.00424190,0.12284612
001664.npy,0.04304729,0.999709,0.02454653,0.15047070
001665.npy,0.03236441,0.999756,0.02162913,0.11212227
001666.npy,0.02723075,0.999798,0.02005929,0.10069297
001667.npy,0.02855528,0.999779,0.01853884,0.11075419
001668.npy,0.05286366,0.999873,0.01759433,0.15953524
001670.npy,0.06337136,0.999841,0.03533624,0.08716985
001671.npy,0.04675864,0.999836,0.03096685,0.07515164
001673.npy,0.00222453,0.999828,0.00673389,0.06328706
001674.npy,0.00309881,0.999799,0.00766053,0.06649342
001675.npy,0.00272125,0.999810,0.00721959,0.06650333
001676.npy,0.04281140,0.999416,0.00720481,0.13049416
001677.npy,0.00890083,0.999725,0.00625180,0.05017621
001678.npy,0.01212226,0.999592,0.00650604,0.05385861
001680.npy,0.00569838,0.999974,0.00470352,0.04721572
001681.npy,0.00377671,0.999961,0.00589776,0.13235255
001682.npy,0.00376354,0.999961,0.00589729,0.13235377
001683.npy,0.00707905,0.999959,0.00601437,0.14505087
001684.npy,0.02032766,0.999460,0.01137448,0.08249063
001685.npy,0.00030447,0.999996,0.00348857,0.06079970
001686.npy,0.00029971,0.999996,0.00350562,0.05816219
001687.npy,0.00029366,0.999996,0.00340286,0.06090451
001688.npy,0.01850748,0.999944,0.01185955,0.09649727
001689.npy,0.00959629,0.999760,0.01960424,0.05165736
001690.npy,0.01036340,0.999778,0.02058459,0.05596156
001691.npy,0.01040423,0.999772,0.02061436,0.05565223
001692.npy,0.00395933,0.999927,0.00610603,0.09757248
001693.npy,0.01277680,0.999918,0.00599637,0.10815178
001694.npy,0.01340792,0.999908,0.00612648,0.10867721
001695.npy,0.01760700,0.999840,0.00629706,0.11103468
001696.npy,0.00897326,0.999892,0.00218815,0.05465075
001698.npy,0.01809324,0.996356,0.02527698,0.03565350
001699.npy,0.03810264,0.996720,0.03688078,0.05325896
001700.npy,0.00258260,0.999896,0.00870434,0.09749446
001701.npy,0.00439713,0.999719,0.01007885,0.08877467
001702.npy,0.00423722,0.999688,0.01139618,0.07935184
001703.npy,0.00520826,0.999699,0.01199910,0.09298912
001704.npy,0.01530059,0.999873,0.00589010,0.08830500
001705.npy,0.00074050,0.999979,0.00567615,0.04989810
001706.npy,0.00068504,0.999981,0.00544040,0.04283207
001707.npy,0.00067407,0.999982,0.00546176,0.04024086
001708.npy,0.02223778,0.999935,0.01092766,0.07548754
001710.npy,0.00686954,0.999906,0.00334702,0.03511392
001711.npy,0.00837226,0.999893,0.00358031,0.04303727
001712.npy,0.01217894,0.999956,0.00613621,0.10857229
001713.npy,0.01155762,0.999946,0.00488431,0.08668146
001714.npy,0.01144081,0.999948,0.00466643,0.08562507
001715.npy,0.01164293,0.999947,0.00484558,0.08757180
001716.npy,0.00911365,0.999988,0.00340048,0.10537776
001718.npy,0.00221769,0.999974,0.00715507,0.04396325
001719.npy,0.00217596,0.999976,0.00723100,0.04360627
001721.npy,0.00706802,0.999912,0.01082349,0.09473468
001722.npy,0.00918732,0.999917,0.01278826,0.10721905
001723.npy,0.00736175,0.999915,0.01083772,0.09605415
001724.npy,0.01072551,0.999764,0.01152305,0.06221285
001725.npy,0.01980072,0.999895,0.01423166,0.11389120
001727.npy,0.02314672,0.999887,0.01254561,0.12573904
001729.npy,0.11049531,0.998918,0.04148135,0.15409978
001730.npy,0.12873096,0.998606,0.04752458,0.16139805
001731.npy,0.12782850,0.998621,0.04712899,0.16124260
001738.npy,0.00490739,0.999904,0.00965373,0.10409488
001739.npy,0.00530728,0.999921,0.01048976,0.10518751
001740.npy,0.01050398,0.999356,0.01322912,0.04568900
001741.npy,0.00859824,0.999608,0.00487390,0.04856411
001743.npy,0.00864413,0.999605,0.00489671,0.04867228
001744.npy,0.09413430,0.997894,0.03962470,0.12270347
001747.npy,0.13554594,0.997986,0.02414257,0.09785373
001748.npy,0.04727693,0.999052,0.02475096,0.12018906
001749.npy,0.01246879,0.999932,0.01163706,0.07701223
001750.npy,0.01083989,0.999933,0.01165403,0.07227694
001751.npy,0.01114984,0.999940,0.01113574,0.07154021
001752.npy,0.00171809,0.999983,0.00669445,0.00864627
001754.npy,0.08426457,0.998547,0.00806042,0.08824436
001757.npy,0.00133367,0.999933,0.00709182,0.04588407
001758.npy,0.00133219,0.999933,0.00705235,0.04653419
001759.npy,0.00133226,0.999941,0.00716195,0.04430889
001760.npy,0.00578990,0.999938,0.00701196,0.04137268
001761.npy,0.03298033,0.998036,0.02365827,0.07838366
001762.npy,0.06070992,0.997770,0.03340203,0.10413651
001763.npy,0.02643854,0.998461,0.02167700,0.07103619
001764.npy,0.03035710,0.999352,0.03554978,0.05586571
001765.npy,0.02346998,0.999331,0.03255315,0.03812910
001766.npy,0.02306948,0.999369,0.03272422,0.03758609
001767.npy,0.02277494,0.999370,0.03236076,0.03762874
001768.npy,0.00178321,0.999989,0.00558242,0.02718932
001769.npy,0.00336506,0.999944,0.01096656,0.07169290
001770.npy,0.00343622,0.999945,0.01105432,0.07266887
001771.npy,0.00238702,0.999976,0.00811346,0.05779780
001772.npy,0.05988343,0.999521,0.03084655,0.16330117
001773.npy,0.03480333,0.995620,0.01328422,0.05775677
001774.npy,0.03564304,0.995602,0.01379387,0.05921983
001776.npy,0.11418688,0.999316,0.02290310,0.17556459
001777.npy,0.04012715,0.999817,0.01440028,0.16178793
001778.npy,0.04337812,0.999777,0.01515006,0.17023380
001779.npy,0.04954967,0.999755,0.01706225,0.17732479
001780.npy,0.00629062,0.999971,0.01018246,0.03554931
001781.npy,0.04239855,0.999155,0.04450781,0.05532579
001782.npy,0.03559320,0.999145,0.04187923,0.05003470
001783.npy,0.03830436,0.999178,0.04271449,0.05186546
001784.npy,0.01396830,0.999800,0.00881127,0.09355792
001785.npy,0.01733147,0.999929,0.00677124,0.13323523
001787.npy,0.01709054,0.999930,0.00676118,0.13292207
001788.npy,0.00653379,0.999929,0.00653690,0.10533160
001789.npy,0.01427874,0.999936,0.01431511,0.10039542
001790.npy,0.01820114,0.999904,0.01608176,0.11040550
001791.npy,0.01718507,0.999914,0.01607325,0.10734677
001792.npy,0.06348916,0.996285,0.04015009,0.07986321
001794.npy,0.05560345,0.999615,0.02568019,0.11854662
001795.npy,0.05927139,0.999606,0.02577939,0.12294298
001796.npy,0.00441029,0.999725,0.00710045,0.04932979
001797.npy,0.01297109,0.999915,0.00649848,0.08864319
001798.npy,0.02228353,0.999676,0.01015540,0.10065619
001799.npy,0.01366637,0.999910,0.00676929,0.09130291
