filename,lap_var,fft_hf_ratio,noise_est,local_var
000595.npy,0.02604613,0.999848,0.00629535,0.11119575
000596.npy,0.00732487,0.999969,0.00236285,0.03884153
000598.npy,0.00539921,0.999679,0.01572177,0.02832301
000599.npy,0.00536826,0.999678,0.01577199,0.02823065
000600.npy,0.00177807,0.999972,0.00580019,0.06832166
000601.npy,0.00235046,0.999898,0.00576255,0.03536206
000602.npy,0.00234616,0.999899,0.00581480,0.03536401
000603.npy,0.00290468,0.999910,0.00690338,0.04666357
000606.npy,0.04079717,0.999402,0.00486616,0.14636447
000607.npy,0.04356823,0.999248,0.00447170,0.14828612
000608.npy,0.02475963,0.999757,0.01153583,0.08425973
000609.npy,0.01107990,0.999533,0.01997099,0.04576309
000610.npy,0.01110148,0.999515,0.01993095,0.04586029
000611.npy,0.01169124,0.999193,0.02022171,0.03939725
000612.npy,0.00181306,0.999940,0.00520941,0.05804205
000613.npy,0.03288015,0.999089,0.00914238,0.09320024
000614.npy,0.02887498,0.998686,0.00818061,0.07242408
000615.npy,0.02872788,0.998688,0.00825204,0.07223576
000617.npy,0.01465048,0.999791,0.01549395,0.07397800
000618.npy,0.01415709,0.999797,0.01588559,0.07276738
000619.npy,0.01351087,0.999804,0.01609286,0.07117645
000621.npy,0.03464660,0.999892,0.01651068,0.09752573
000622.npy,0.03736661,0.999882,0.01802466,0.10117252
000623.npy,0.03711333,0.999872,0.01687856,0.09804922
000624.npy,0.06590859,0.996611,0.00196231,0.05802097
000625.npy,1.67815075,0.950768,0.30429650,0.28871903
000626.npy,1.67206596,0.950448,0.30016770,0.28821674
000627.npy,1.68546711,0.950027,0.30878432,0.28905275
000628.npy,0.00409176,0.999980,0.00535543,0.06408897
000629.npy,0.03721514,0.999060,0.03991784,0.05108032
000630.npy,0.03712535,0.998901,0.04033751,0.05122312
000631.npy,0.03765749,0.998993,0.04000591,0.05147754
000632.npy,0.00823387,0.999970,0.00543316,0.07074694
000634.npy,0.00424045,0.999933,0.00561304,0.04708322
000635.npy,0.00422522,0.999933,0.00557227,0.04702023
000636.npy,0.01668292,0.998647,0.01093054,0.06439196
000637.npy,0.00738549,0.999879,0.01248539,0.09625538
000638.npy,0.00696295,0.999877,0.01194391,0.09181610
000639.npy,0.00765779,0.999861,0.01261196,0.09406597
000640.npy,0.01666366,0.999795,0.01120645,0.07114296
000643.npy,0.00140226,0.999995,0.00506963,0.01024110
000646.npy,0.01706012,0.999895,0.01504742,0.08780862
000647.npy,0.01639211,0.999903,0.01422585,0.08201581
000648.npy,0.01483838,0.999994,0.01073609,0.14418358
000649.npy,0.01198610,0.999984,0.00627189,0.11560631
000651.npy,0.01196047,0.999984,0.00623390,0.11549007
000652.npy,0.00307952,0.999937,0.00569640,0.06744678
000653.npy,0.01762556,0.999189,0.01258984,0.08548577
000654.npy,0.01797855,0.999153,0.01237618,0.08630780
000655.npy,0.01728449,0.999170,0.01247120,0.08198245
000656.npy,0.01511559,0.999866,0.00844805,0.09998731
000657.npy,0.02186173,0.999968,0.00494318,0.12607205
000658.npy,0.02175720,0.999969,0.00483758,0.12582688
000659.npy,0.02909273,0.999955,0.00635918,0.15276128
000660.npy,0.00372673,0.999954,0.00450498,0.05923141
000662.npy,0.00499149,0.999924,0.01443024,0.03440104
000663.npy,0.00510721,0.999926,0.01467286,0.03472830
000664.npy,0.40568288,0.997567,0.09111303,0.24162598
000665.npy,0.01858159,0.996895,0.02454017,0.03844561
000666.npy,0.00461738,0.995363,0.00194192,0.00611557
000668.npy,0.00052115,0.999994,0.00312786,0.07103122
000670.npy,0.00755245,0.999966,0.00903949,0.08547050
000671.npy,0.00674966,0.999970,0.00832616,0.07934858
000672.npy,0.08994054,0.999309,0.03253326,0.25097659
000673.npy,0.01969609,0.999923,0.01495615,0.14929371
000674.npy,0.02069591,0.999919,0.01519702,0.15006354
000676.npy,0.06185576,0.999550,0.01147090,0.15030208
000677.npy,0.10629408,0.999608,0.02964910,0.20636688
000678.npy,0.10629907,0.999608,0.02963304,0.20638457
000679.npy,0.11153198,0.999588,0.03131156,0.20641693
000680.npy,0.00606814,0.999968,0.00650030,0.12026285
000681.npy,0.00913076,0.999955,0.00659805,0.11362477
000682.npy,0.00897643,0.999953,0.00635523,0.11193615
000683.npy,0.00841047,0.999956,0.00634646,0.11510206
000684.npy,0.01407619,0.999930,0.00692059,0.12432379
000685.npy,0.00490586,0.999971,0.00447649,0.07763496
000686.npy,0.00453275,0.999976,0.00437208,0.07188954
000688.npy,0.00580469,0.999957,0.00601530,0.10185397
000691.npy,0.00749170,0.999951,0.00696764,0.14080527
000692.npy,0.00684741,0.999973,0.00199164,0.05951130
000693.npy,0.00274151,0.999915,0.00296220,0.05331603
000694.npy,0.00824163,0.999904,0.00456922,0.08582721
000695.npy,0.00385077,0.999918,0.00318405,0.06459321
000696.npy,0.01776682,0.999588,0.02536445,0.03681041
000697.npy,0.00428262,0.999970,0.01105176,0.05307356
000698.npy,0.00429988,0.999970,0.01100231,0.05357232
000699.npy,0.00482349,0.999971,0.01119199,0.05429590
000700.npy,0.00405427,0.999871,0.01072891,0.07837030
000701.npy,0.03062056,0.994954,0.03504359,0.05155621
000702.npy,0.03107765,0.995129,0.03540294,0.05321120
000703.npy,0.02973472,0.995210,0.03506634,0.05345800
000704.npy,0.01018612,0.999652,0.01698549,0.06208819
000705.npy,0.17070326,0.991617,0.09215806,0.09304465
000709.npy,0.00093306,0.999835,0.00405271,0.04378963
000710.npy,0.00090840,0.999869,0.00377596,0.04777362
000711.npy,0.00092174,0.999867,0.00377496,0.04798249
000712.npy,0.00843636,0.999866,0.00850077,0.08747701
000713.npy,0.00189082,0.999910,0.00715281,0.06432925
000715.npy,0.00190515,0.999919,0.00726888,0.06819029
000716.npy,0.06103301,0.999122,0.02432226,0.12423982
000717.npy,0.07721800,0.999471,0.03707531,0.17690165
000719.npy,0.08034602,0.999474,0.03852110,0.17985886
000720.npy,0.04329430,0.999143,0.02552815,0.12113687
000722.npy,0.01472309,0.999749,0.01158571,0.11525079
000723.npy,0.01472378,0.999750,0.01141394,0.11459399
000724.npy,0.04024788,0.998516,0.02690885,0.08908316
000726.npy,0.05251510,0.997880,0.02479916,0.10442562
000727.npy,0.04882009,0.997991,0.02339281,0.10061571
000728.npy,0.00281872,0.999985,0.00615525,0.08810309
000729.npy,0.00456557,0.999971,0.00735500,0.06886926
000730.npy,0.00322771,0.999964,0.00502725,0.05312598
000731.npy,0.00464677,0.999970,0.00726587,0.07034381
000733.npy,0.02315208,0.999791,0.01976648,0.06440752
000734.npy,0.02149240,0.999806,0.01954924,0.06236462
000736.npy,0.00826071,0.999948,0.00634155,0.10933710
000737.npy,0.00046385,0.999997,0.00323349,0.02048169
000738.npy,0.00121924,0.999981,0.00684132,0.04433752
000739.npy,0.00125484,0.999980,0.00699823,0.04540484
000740.npy,0.00334693,0.999940,0.00794170,0.04263954
000741.npy,0.01025861,0.999947,0.01147372,0.06463761
000742.npy,0.00833639,0.999957,0.01107840,0.05515821
000743.npy,0.01022679,0.999947,0.01138970,0.06452995
000744.npy,0.03908986,0.997771,0.01466501,0.10130204
000745.npy,0.00653002,0.999796,0.01854914,0.02099026
000747.npy,0.00707264,0.999777,0.01919307,0.02149951
000748.npy,0.02719353,0.999696,0.02372972,0.08822753
000750.npy,0.02274672,0.999518,0.02219191,0.09904709
000751.npy,0.02195823,0.999557,0.02224569,0.10012862
000753.npy,0.06342169,0.998282,0.05390009,0.05662670
000754.npy,0.06989614,0.997951,0.05612988,0.05880557
000755.npy,0.07434910,0.997874,0.05883607,0.06059026
000756.npy,0.00416073,0.999854,0.00914539,0.06956273
000757.npy,0.00153756,0.999957,0.00609100,0.03673142
000758.npy,0.00147040,0.999954,0.00585294,0.03487389
000759.npy,0.00217766,0.999907,0.00658596,0.04537804
000761.npy,0.07535439,0.997671,0.05818358,0.07293168
000762.npy,0.07564817,0.997726,0.05876537,0.07404494
000763.npy,0.07800357,0.997782,0.05903614,0.07466330
000765.npy,0.00965787,0.999701,0.00472820,0.05020540
000766.npy,0.01204358,0.999630,0.00508841,0.05411730
000767.npy,0.00966199,0.999705,0.00485685,0.05022234
000768.npy,0.04707622,0.999428,0.01119549,0.13077955
000769.npy,0.00435400,0.999928,0.00583843,0.05389806
000770.npy,0.00350234,0.999955,0.00555511,0.05114275
000771.npy,0.00362530,0.999954,0.00561418,0.05122823
000772.npy,0.00783864,0.999910,0.01297276,0.07773496
000773.npy,0.00340682,0.999842,0.01011448,0.04993662
000774.npy,0.00338698,0.999842,0.01002024,0.04980382
000775.npy,0.00338157,0.999842,0.01008478,0.04977846
000776.npy,0.03986352,0.999900,0.00416299,0.13361059
000777.npy,0.03288710,0.999946,0.01126777,0.07807326
000779.npy,0.04340216,0.999935,0.01413836,0.09578453
000780.npy,0.09239061,0.998358,0.02761878,0.12796032
000782.npy,0.00478353,0.999874,0.01219832,0.05749409
000783.npy,0.00486574,0.999871,0.01235400,0.05734868
000784.npy,0.01193852,0.999969,0.00506838,0.08955156
000785.npy,0.00220790,0.999604,0.00699369,0.03420805
000786.npy,0.00222809,0.999623,0.00691442,0.03455089
000788.npy,0.00247357,0.999962,0.00975751,0.04575247
000789.npy,0.00073697,0.999974,0.00422807,0.03456857
000790.npy,0.00072120,0.999971,0.00414315,0.03910452
000791.npy,0.00076610,0.999974,0.00431720,0.03470879
000792.npy,0.00502592,0.999980,0.00443744,0.03222333
000793.npy,0.01296269,0.999764,0.01649180,0.07714499
000795.npy,0.00960065,0.999784,0.01432029,0.06862401
000796.npy,0.00319931,0.999991,0.00182107,0.01097091
000797.npy,0.00619899,0.998654,0.00892366,0.03483161
000798.npy,0.00695186,0.998765,0.00936242,0.03856993
000799.npy,0.01020266,0.998580,0.01149115,0.04343621
000800.npy,0.06367026,0.998050,0.05481297,0.06667275
000802.npy,0.01141631,0.999777,0.02299383,0.03313114
000803.npy,0.01001240,0.999793,0.02144133,0.03211668
000804.npy,0.08823218,0.997530,0.04821077,0.13284621
000806.npy,0.00058319,0.999968,0.00463953,0.03095222
000808.npy,0.00460746,0.999552,0.00750033,0.05856746
000810.npy,0.00257730,0.999991,0.00640255,0.02157523
000811.npy,0.00551453,0.999987,0.00610562,0.05045810
000812.npy,0.01174650,0.999610,0.00849896,0.07066584
000813.npy,0.04820255,0.998503,0.02377783,0.11060313
000814.npy,0.04773463,0.998454,0.02376046,0.11012278
000815.npy,0.05062901,0.998515,0.02815065,0.11587337
000817.npy,0.06833780,0.998578,0.03509940,0.10610645
000818.npy,0.06896910,0.998863,0.03743696,0.10549209
000819.npy,0.08096083,0.998758,0.04190209,0.11390520
000821.npy,0.00107000,0.999375,0.00428903,0.02581788
000822.npy,0.00141430,0.999481,0.00492800,0.03133433
000823.npy,0.00120265,0.999423,0.00444732,0.02803472
000825.npy,0.00534302,0.999496,0.00713908,0.07413465
000826.npy,0.00517104,0.999522,0.00711034,0.07731165
000827.npy,0.00510931,0.999242,0.00576464,0.06011578
000829.npy,0.00342787,0.999850,0.00937778,0.02441970
000831.npy,0.00283843,0.999894,0.00916316,0.02126440
000833.npy,0.02559543,0.999679,0.00685033,0.12069259
000834.npy,0.03507537,0.999537,0.00584512,0.13410553
000835.npy,0.03132205,0.999569,0.00667905,0.12855409
000837.npy,0.01846235,0.999448,0.00708029,0.05842082
000839.npy,0.01032162,0.999557,0.00641832,0.05672907
000841.npy,0.00095378,0.999985,0.00443764,0.07332484
000842.npy,0.00100770,0.999976,0.00489115,0.07362837
000843.npy,0.00097273,0.999986,0.00420286,0.07488490
000845.npy,0.00141110,0.999951,0.00309965,0.03040047
000846.npy,0.00130443,0.999917,0.00309046,0.02361950
000847.npy,0.00140309,0.999952,0.00314037,0.03038395
000848.npy,0.01171830,0.999887,0.00836793,0.07279052
000849.npy,0.01008995,0.999533,0.01768022,0.07257842
000850.npy,0.01012433,0.999556,0.01818106,0.07148835
000852.npy,0.05068529,0.997125,0.01619494,0.08938873
000853.npy,0.07380698,0.998217,0.03917307,0.10397806
000854.npy,0.07256046,0.998129,0.04241368,0.10607506
000855.npy,0.07754156,0.997670,0.04596911,0.10669357
000856.npy,0.02836314,0.999881,0.00921664,0.11101554
000857.npy,0.00255636,0.999967,0.00971905,0.03911807
000858.npy,0.00338907,0.999950,0.01122042,0.04442394
000859.npy,0.00389947,0.999938,0.01178410,0.04713611
000860.npy,0.00641700,0.999907,0.00615483,0.08501019
000863.npy,0.00586092,0.999975,0.00875605,0.09606499
000864.npy,0.10236361,0.999104,0.02502336,0.18755203
000865.npy,0.05772102,0.998823,0.04833278,0.06878969
000866.npy,0.05995005,0.998783,0.04901312,0.07002430
000868.npy,0.01787091,0.999749,0.00983478,0.09809633
000869.npy,0.05932758,0.998093,0.05285220,0.06265295
000871.npy,0.07067138,0.997980,0.05800893,0.06808169
000872.npy,0.00095948,0.999989,0.00414027,0.06295895
000873.npy,0.01397934,0.999729,0.01640844,0.08497965
000874.npy,0.01371314,0.999708,0.01652887,0.08018537
000875.npy,0.01372031,0.999700,0.01645120,0.07943952
000876.npy,0.00775312,0.999892,0.00640368,0.06422448
000877.npy,0.00118561,0.999896,0.00706636,0.02066222
000878.npy,0.00119131,0.999899,0.00722221,0.02123788
000879.npy,0.00133607,0.999875,0.00755740,0.02311240
000880.npy,0.01604882,0.999639,0.02608102,0.04450367
000881.npy,0.00138769,0.999969,0.00580945,0.05482943
000882.npy,0.00139357,0.999967,0.00578415,0.05375229
000883.npy,0.00134756,0.999967,0.00576584,0.05324222
000884.npy,0.00292151,0.999062,0.00900013,0.02101266
000885.npy,0.00700679,0.999856,0.00773062,0.08319157
000889.npy,0.00073951,0.999994,0.00530629,0.03170551
000890.npy,0.00072257,0.999994,0.00525241,0.02621716
000891.npy,0.00073307,0.999993,0.00520770,0.03444997
000892.npy,0.02852588,0.999666,0.01093817,0.09019618
000894.npy,0.01349817,0.999887,0.00807571,0.04163883
000895.npy,0.01462340,0.999884,0.00817138,0.04613270
000896.npy,0.01932063,0.999923,0.00502100,0.10449804
000897.npy,0.00402531,0.999992,0.00406790,0.07623085
000898.npy,0.00331455,0.999994,0.00396004,0.05825192
000899.npy,0.00310521,0.999994,0.00397726,0.05295088
000900.npy,0.19448484,0.994308,0.09127136,0.12099867
000902.npy,0.01552295,0.999616,0.00726039,0.06907234
000904.npy,0.02619048,0.999492,0.01032445,0.09396569
000905.npy,0.06113069,0.999012,0.05284944,0.06191341
000906.npy,0.00551384,0.999946,0.01549146,0.01978130
000907.npy,0.03511406,0.999535,0.04006148,0.04700100
000909.npy,0.00257103,0.999719,0.00995982,0.04106701
000910.npy,0.00261332,0.999635,0.01020554,0.03911572
000911.npy,0.00261757,0.999703,0.01017120,0.04076863
000912.npy,0.00252845,0.999978,0.00813809,0.05226911
000913.npy,0.04225372,0.999186,0.02766339,0.13931589
000914.npy,0.04205900,0.999199,0.02864725,0.13929470
000916.npy,0.05203083,0.999719,0.02376504,0.14266282
000917.npy,0.00524000,0.999960,0.00807218,0.05539982
000918.npy,0.00505743,0.999962,0.00811494,0.05490707
000919.npy,0.00546691,0.999958,0.00826170,0.05662629
000920.npy,0.01836842,0.997945,0.00966113,0.07835716
000921.npy,0.01566169,0.999845,0.01329951,0.09691883
000922.npy,0.01443874,0.999852,0.01338286,0.09392392
000923.npy,0.01596166,0.999849,0.01326184,0.09643183
000924.npy,0.00056069,0.999997,0.00253809,0.03285223
000925.npy,0.01036651,0.998803,0.01855832,0.03552931
000927.npy,0.01010611,0.998734,0.01835902,0.03430277
000928.npy,0.00193844,0.999994,0.00276006,0.02416681
000929.npy,0.00757293,0.999975,0.00757681,0.06907663
000931.npy,0.00828659,0.999951,0.00960985,0.08504971
000932.npy,0.01833648,0.999835,0.00822457,0.20795201
000933.npy,0.00746569,0.999125,0.01152942,0.03204972
000934.npy,0.00374002,0.999608,0.00671527,0.03191485
000935.npy,0.00715841,0.999085,0.01152411,0.03013334
000936.npy,0.02822687,0.999217,0.01939194,0.08830596
000937.npy,0.00451904,0.999944,0.00731244,0.02983378
000939.npy,0.00450222,0.999941,0.00767270,0.02841747
000940.npy,0.06802667,0.998190,0.04711123,0.10353211
000941.npy,0.00101158,0.999973,0.00568795,0.03277968
000942.npy,0.00086660,0.999984,0.00515768,0.03398513
000943.npy,0.00090451,0.999981,0.00537485,0.03386645
000944.npy,0.00112336,0.999987,0.00365034,0.02777338
000945.npy,0.00047176,0.999996,0.00218282,0.06101638
000946.npy,0.00055674,0.999997,0.00216858,0.06418416
000947.npy,0.00050136,0.999996,0.00219829,0.06227962
000950.npy,0.00151883,0.999934,0.00461769,0.04339164
000951.npy,0.00142855,0.999942,0.00453354,0.04408656
000952.npy,0.01683193,0.999854,0.01729254,0.06122104
000953.npy,0.00604325,0.999792,0.01661496,0.02663605
000954.npy,0.00343511,0.999916,0.01267259,0.02065985
000955.npy,0.00617084,0.999784,0.01701482,0.02689235
000956.npy,0.02525283,0.999937,0.00850238,0.10677084
000957.npy,1.66131106,0.951241,0.30150588,0.28785765
000958.npy,1.67964489,0.950497,0.29745200,0.28880304
000959.npy,1.67384936,0.950739,0.30252738,0.28849977
000960.npy,0.00051822,0.999981,0.00313174,0.01388947
000963.npy,0.00519588,0.999864,0.01515505,0.03063734
000964.npy,0.00548193,0.999960,0.00666308,0.10531425
000965.npy,0.00273080,0.999926,0.00787034,0.09705833
000967.npy,0.00274825,0.999926,0.00789344,0.09739108
000968.npy,0.03272624,0.999164,0.01664863,0.10494031
000969.npy,0.03670147,0.999119,0.02655781,0.09883489
000970.npy,0.03722278,0.999220,0.02702363,0.09934936
000971.npy,0.03749238,0.999338,0.02562041,0.10432003
000972.npy,0.00300723,0.999987,0.00367552,0.05862781
000973.npy,0.00299938,0.999882,0.00609746,0.05918574
000974.npy,0.00344375,0.999898,0.00627688,0.06616725
000975.npy,0.00498114,0.999852,0.00829259,0.06757107
000976.npy,0.00271841,0.999872,0.00715080,0.02299419
000977.npy,0.00127254,0.999999,0.00145632,0.01944721
000979.npy,0.00155081,0.999999,0.00155084,0.01621946
000980.npy,0.09003999,0.990947,0.04299162,0.09528077
000981.npy,0.02344749,0.999847,0.00678178,0.07118748
000982.npy,0.02302442,0.999848,0.00683806,0.07019404
000983.npy,0.01283253,0.999927,0.00568711,0.05972757
000985.npy,0.00529205,0.999992,0.00311022,0.05293027
000988.npy,0.00451466,0.999961,0.00748846,0.06440009
000991.npy,0.00376893,0.999898,0.00961344,0.03654561
000992.npy,0.00185893,0.999819,0.00767729,0.02236479
000993.npy,0.00768083,0.999786,0.01904670,0.02882608
000994.npy,0.00776044,0.999773,0.01880716,0.02679700
000996.npy,0.01040406,0.999970,0.00338556,0.07689735
000997.npy,0.00220145,0.999985,0.00489163,0.07868826
000999.npy,0.00245825,0.999982,0.00503655,0.07702361
001000.npy,0.07136435,0.998102,0.03079577,0.11113430
001001.npy,0.01345909,0.999822,0.01943036,0.05132693
001002.npy,0.01697812,0.999758,0.02219478,0.05196705
001003.npy,0.01354406,0.999823,0.01940524,0.04997128
001004.npy,0.01017017,0.999941,0.00904211,0.12468928
001005.npy,0.00240149,0.999906,0.00949287,0.04805990
001006.npy,0.00244813,0.999903,0.00979235,0.05215538
001009.npy,0.00402369,0.999966,0.00431174,0.08369474
001010.npy,0.00243688,0.999989,0.00288120,0.07268063
001011.npy,0.00253224,0.999983,0.00343371,0.07940701
001012.npy,0.01212952,0.999854,0.01039332,0.09300683
001014.npy,0.00499331,0.999992,0.00193170,0.03093421
001016.npy,0.01421935,0.999794,0.00757537,0.09702294
001017.npy,0.00181196,0.999966,0.00510218,0.06763692
001018.npy,0.00247824,0.999957,0.00576032,0.05614978
001019.npy,0.00182975,0.999963,0.00499663,0.05826114
001020.npy,0.02298760,0.999588,0.01518657,0.10009805
001021.npy,0.02733516,0.998387,0.02376473,0.08340663
001024.npy,0.00950007,0.999978,0.00296901,0.06913818
001025.npy,0.02830538,0.999019,0.03504358,0.04614578
001026.npy,0.02804525,0.999035,0.03602558,0.04804855
001027.npy,0.02488777,0.999238,0.03376709,0.04603026
001029.npy,0.00155183,0.999981,0.00753859,0.03563060
001030.npy,0.00154089,0.999981,0.00748147,0.03549831
001031.npy,0.00155893,0.999979,0.00763441,0.02830422
001033.npy,0.03221629,0.999401,0.02535061,0.12110853
001034.npy,0.04294831,0.999441,0.02909497,0.14255889
001035.npy,0.03220075,0.999400,0.02553849,0.12106746
001036.npy,0.00583033,0.999980,0.00369462,0.02395174
001037.npy,0.01963628,0.999946,0.01250969,0.08952212
001038.npy,0.01742949,0.999953,0.01229258,0.08156104
001040.npy,0.01805435,0.999957,0.01177163,0.07053728
001043.npy,0.05272940,0.999889,0.01478035,0.18024252
001044.npy,0.02889247,0.999501,0.00691553,0.08469458
001045.npy,0.00106553,0.999986,0.00552288,0.06572620
001047.npy,0.00094319,0.999985,0.00547003,0.06310604
001048.npy,0.00236328,0.999991,0.00582412,0.11903122
001049.npy,0.00351772,0.999986,0.00758302,0.04490023
001052.npy,0.00171918,0.999995,0.00263845,0.08654992
001053.npy,0.00031496,0.999992,0.00302628,0.03056180
001054.npy,0.00041578,0.999994,0.00294133,0.03421224
001055.npy,0.00028969,0.999992,0.00296451,0.02937096
001057.npy,0.05192275,0.999450,0.03640329,0.13732271
001059.npy,0.04733187,0.999495,0.03516847,0.13045727
001060.npy,0.00330491,0.999920,0.00711192,0.09653885
001061.npy,0.00246174,0.999913,0.00610204,0.08621109
001062.npy,0.00247495,0.999914,0.00619636,0.08707599
001063.npy,0.00275709,0.999926,0.00660196,0.09217506
001064.npy,0.00116990,0.999984,0.00521580,0.05151128
001066.npy,0.00532253,0.999805,0.01574354,0.02762904
001067.npy,0.00525337,0.999804,0.01560209,0.02748066
001068.npy,0.00689650,0.999251,0.00568419,0.02885487
001069.npy,0.02513165,0.999744,0.00877808,0.12822917
001070.npy,0.03242015,0.999672,0.00938511,0.13616230
001071.npy,0.03737844,0.999603,0.01012415,0.13949735
001072.npy,0.02278754,0.999823,0.00815003,0.09444382
001073.npy,0.03618529,0.999581,0.01419777,0.13285238
001074.npy,0.03664875,0.999524,0.01360144,0.12878808
001075.npy,0.03592504,0.999572,0.01405457,0.13155982
001076.npy,0.02924623,0.999721,0.02850410,0.11541332
001077.npy,0.02152966,0.998693,0.02661465,0.06985984
001078.npy,0.02274505,0.998859,0.02673383,0.07194615
001079.npy,0.02310930,0.999172,0.02610113,0.07456832
001080.npy,0.01395048,0.999989,0.00557632,0.08938561
001083.npy,0.00134538,0.999963,0.00787359,0.01786555
001084.npy,0.00085276,0.999959,0.00332865,0.05667098
001085.npy,0.00188517,0.999871,0.00595227,0.07035211
001086.npy,0.00140916,0.999862,0.00452926,0.05473027
001087.npy,0.00141779,0.999857,0.00464264,0.05506412
001088.npy,0.00953140,0.999973,0.00456377,0.14096259
001090.npy,0.00372400,0.999970,0.00505161,0.11558928
001091.npy,0.00533247,0.999968,0.00610130,0.13754860
001093.npy,0.00100850,0.999786,0.00595198,0.04495774
001094.npy,0.00098847,0.999792,0.00591771,0.04457034
001095.npy,0.00100648,0.999786,0.00597447,0.04457894
001096.npy,0.01717485,0.999835,0.00777804,0.10583293
001097.npy,0.02269930,0.999489,0.00605814,0.07896652
001098.npy,0.02140733,0.999530,0.00466953,0.07128505
001100.npy,0.02988574,0.999917,0.01038886,0.08622510
001101.npy,0.00361029,0.999981,0.00263579,0.00771729
001102.npy,0.02262968,0.999855,0.00296984,0.03710732
001103.npy,0.02112657,0.999867,0.00284023,0.03404545
001104.npy,0.01698143,0.999858,0.00263172,0.02929251
001105.npy,0.01971221,0.997658,0.01185695,0.05840886
001106.npy,0.02924948,0.996833,0.01333435,0.06469958
001107.npy,0.02992264,0.998215,0.01688263,0.07384747
001108.npy,0.05182104,0.999752,0.01068788,0.11437923
001109.npy,0.04462373,0.999722,0.00615817,0.09648914
001110.npy,0.05297573,0.999630,0.00860680,0.11587287
001111.npy,0.04459987,0.999720,0.00616329,0.09704869
001112.npy,0.01178395,0.999830,0.01007589,0.06552821
001113.npy,0.00322493,0.999930,0.00752112,0.08145684
001115.npy,0.00330509,0.999930,0.00775311,0.08325305
001116.npy,0.00473305,0.999994,0.00357352,0.12129382
001118.npy,0.00226411,0.999981,0.00674185,0.04642277
001120.npy,0.02324199,0.999755,0.00453699,0.05313744
001121.npy,0.02370174,0.999610,0.00967259,0.11285598
001122.npy,0.03034690,0.999484,0.01066526,0.11988938
001124.npy,0.00120303,0.999901,0.00557150,0.04042039
001125.npy,0.00464211,0.999961,0.00523560,0.07439846
001126.npy,0.00675943,0.999960,0.00545439,0.07984875
001128.npy,0.00249191,0.999987,0.00368523,0.03525903
001129.npy,0.00130928,0.999981,0.00390757,0.05951188
001130.npy,0.00105372,0.999983,0.00397738,0.05166132
001131.npy,0.00135651,0.999981,0.00398358,0.05774036
001132.npy,0.07960944,0.999695,0.01245062,0.21283622
001133.npy,0.06372270,0.999813,0.01087761,0.18897474
001134.npy,0.06041137,0.999825,0.01116324,0.18687433
001135.npy,0.05987052,0.999828,0.01125398,0.18297309
001136.npy,0.01272807,0.999912,0.00914598,0.11597904
001138.npy,0.00805398,0.999942,0.01130168,0.08664832
001139.npy,0.00821587,0.999939,0.01136065,0.08747019
001140.npy,0.01455393,0.999748,0.00664022,0.05312707
001141.npy,0.01185741,0.999842,0.01567878,0.05877680
001142.npy,0.01286544,0.999827,0.01645026,0.06357531
001143.npy,0.01105751,0.999847,0.01491765,0.05658302
001144.npy,0.02128907,0.999812,0.01090817,0.12723474
001145.npy,0.01620858,0.999973,0.00509756,0.13435802
001147.npy,0.01559318,0.999966,0.00480295,0.12492835
001148.npy,0.02389472,0.999334,0.01802404,0.08096393
001149.npy,0.04589234,0.999303,0.02606740,0.14371185
001150.npy,0.04619433,0.999307,0.02602552,0.14421840
001151.npy,0.04618435,0.999303,0.02599997,0.14420474
001152.npy,0.04195640,0.999869,0.01236157,0.15862760
001153.npy,0.01414438,0.999949,0.01034212,0.09818529
001154.npy,0.01386061,0.999956,0.01052040,0.08767538
001155.npy,0.01221962,0.999956,0.00996269,0.08975390
001156.npy,0.00950632,0.999815,0.01258697,0.12663466
001157.npy,0.02438449,0.997873,0.03369833,0.05432581
001159.npy,0.02461121,0.997707,0.03386652,0.05576253
001160.npy,0.00148000,0.999973,0.00724367,0.03406047
001162.npy,0.00369590,0.999938,0.01218412,0.04039051
001163.npy,0.00350328,0.999941,0.01186783,0.04235349
001164.npy,0.01631667,0.998271,0.02165876,0.04867333
001165.npy,0.00180065,0.999988,0.00473395,0.05366617
001166.npy,0.00180275,0.999988,0.00480524,0.05367746
001167.npy,0.00219094,0.999987,0.00501936,0.05476944
001168.npy,0.00722612,0.999049,0.01064223,0.04815437
001169.npy,0.01439681,0.999421,0.02092907,0.05707165
001170.npy,0.01457498,0.999418,0.02124471,0.05814775
001171.npy,0.01540173,0.999418,0.02134516,0.06021921
001172.npy,0.00141463,0.999990,0.00390834,0.05169132
001174.npy,0.00050013,0.999995,0.00383444,0.07588897
001175.npy,0.00032267,0.999997,0.00305761,0.06077052
001176.npy,0.06133023,0.999275,0.03031959,0.14535832
001177.npy,0.02444338,0.999698,0.01147685,0.10652290
001178.npy,0.01332313,0.999763,0.01117825,0.09269169
001180.npy,0.03272281,0.999461,0.01625197,0.11422420
001183.npy,0.01641428,0.999850,0.01601499,0.08964232
001184.npy,0.02009008,0.999829,0.01620356,0.10744952
001185.npy,0.00959804,0.999920,0.01025985,0.10265873
001187.npy,0.00980595,0.999914,0.01028970,0.10434949
001188.npy,0.06213606,0.999383,0.03234363,0.10951367
001189.npy,0.04629811,0.999675,0.01285382,0.12718336
001190.npy,0.04493368,0.999677,0.01252122,0.12355340
